Category,Query,nct_id,title,status,phase,brief_summary,conditions
genomic,genomic aging,NCT06857877,Arlington Aging Study,RECRUITING,,"The goal of this observational study is to learn about the mechanisms causing functional decline with age, using exercise science, neuroscience, and remote monitoring.

Specific aims include:

Aim 1: Advance knowledge of the biology of aging and its impact on the prevention, progression, and prognosis of disease and disability.

Aim 2: Determine the effects of personal and societal factors on aging.

Aim 3: Examine the influence of racial/ethnic and sex differences on the biology of aging and its impact on the prevention, progression, and prognosis of disease and disability.",Aging
genomic,genomic aging,NCT03446079,Relationship of Skin Related SNP to Topical Skin Care Product,COMPLETED,,Demonstrate the relationship between single nucleotide polymorphisms (SNP) and response to a topical skin care product.,"Genetics, Skin Aging"
genomic,genomic aging,NCT03862222,Atlas of Retinal Imaging in Alzheimer's Study,COMPLETED,,"The Atlas of Retinal Imaging in Alzheimer's (ARIAS) study is a 5-year study examining the natural history of retinal imaging biomarkers associated with disease risk, disease burden, and disease progression in Alzheimer's disease (AD). The objective of this project is to create a 'gold standard' reference database of structural anatomic and functional imaging of the retina, in order to enable the identification and development of both sensitive and reliable markers of AD risk and/or progression. Our ultimate goal is to develop a new screening protocol that identifies changes related to AD 10-20 years before AD is clinically visible.","Alzheimer Disease, Mild Cognitive Impairment, Mild Dementia, Aging, Cognitive Change"
genomic,genomic aging,NCT06802029,"PUER (""Previously Unrecognized Emerging Risks"") Life Clinical Study (PUER) in Ages 6 Through 18",ENROLLING_BY_INVITATION,,"The goal of this observational study is to learn about changes in health in children that develop over time that may impact overall health and a healthy lifespan. The main questions it aims to answer are:

* What are the changes in health that impact overall health and lifespan in children; and
* What test(s) are best at finding changes in health in children?",Aging
genomic,genomic aging,NCT06096532,Adipose Tissue Blood Flow in Aging Humans,RECRUITING,,"The goal of this basic science clinical trial is to understand whether adipose tissue blood flow changes between younger and older healthy adults.

The main question\[s\] it aims to answer are:

* Is basal and nutrient responsive adipose tissue blood flow (ATBF) different between younger and older adults
* What molecular and systemic signatures related to adipose tissue blood flow are altered between these two groups.

Participants will undergo measurements of adipose tissue blood flow using the xenon washout technique, undergo 2 abdominal subcutaneous adipose tissue biopsies, and drink a sugary drink.","Healthy, Aging"
genomic,genomic aging,NCT01590706,A Study of Characterizing Cognitive Decline and Functional Cardiac Senescence in Healthy Korean Volunteers,COMPLETED,,"* Although aging process appears to be generally characterized, investigators have been paid much attention to the specific target molecules, which leads to discover the clinical markers of the senescence. The present study is to investigate the clinical and biological profile of cognitive decline and functional cardiac senescence in healthy middle aged and elderly Korean volunteers.
* This study was conducted as a cross-sectional, single-center, comparative clinical study.
* Each volunteer was given informed consent for checking cognition and cardiac function. Blood and urine samples were collected to analyze genome, proteome, and metabolome to assess cognition and cardiac function of its muscle enzymes.","Aging, Mild Cognitive Impairment, Angina Pectoris"
genomic,genomic aging,NCT05687578,"PUER (""Previously Unrecognized Emerging Risks"") Life Clinical Study",ENROLLING_BY_INVITATION,,"This is a minimal risk, prospective, non-randomized, multi-center population based observational study to establish a physical baseline profile for individual study subjects using various modalities (blood draws, non-invasive imaging, stool samples, saliva samples) and identify deviations through longitudinal monitoring that may develop over time and may be relevant to human health and healthy longevity.",Aging
genomic,genomic aging,NCT03180645,Proof of Concept Anti-ageing Clinical Study in Healthy Subjects,COMPLETED,,"The objective of this POC clinical study is to evaluate the moisturising effects on fine lines and wrinkles, texture, barrier function, hydration and elasticity delivered by 4 weeks of twice daily application of the test product on participants presenting visible signs of ageing.",Skin Aging
cell senescence,"""cell senescence"" aging",NCT05483465,The Effect of NAD Supplementation on Brain Vascular Health in Aging,RECRUITING,PHASE4,"Daily consumption of one of the forms of Vitamin B3, the Nicotinamide Riboside (NR), energizes the body and combats cellular aging. This study is designed to test whether NR can also improve brain health and memory.",Aging
cell senescence,"""cell senescence"" aging",NCT07144293,Improving Physical Ability and Cellular Senescence Elimination in HIV,NOT_YET_RECRUITING,PHASE2,"This clinical trial is a Phase II study designed to test the safety and effectiveness of a combination of dasatinib and quercetin (D+Q) in improving physical function for people with HIV who are frail or prefrail. The study will involve 80 participants, all aged 50 or older, who have been living with HIV for at least 10 years determined to meet criteria for diagnosis of frail or prefrail and are currently on a stable antiretroviral therapy with viral suppression.

Participants will be randomly assigned to one of two groups: one group will receive the D+Q treatment, and the other will receive a placebo. The treatment will be given in six cycles over 12 weeks, with participants taking the medication for two days followed by 12 days without treatment. After the 12-week treatment period, participants will be monitored for another 12 weeks to assess the long-term effects.

The study aims to determine if D+Q can improve physical function and other health outcomes in this population. Randomization will be stratified by sex and age to ensure balanced groups.","HIV, Frailty, Prefrail, Aging Problems"
cell senescence,"""cell senescence"" aging",NCT05595915,COMP-4 Supplementation and Brachial Artery FMD,ACTIVE_NOT_RECRUITING,"PHASE1, PHASE2","In a young and healthy person, the production of nitric oxide (NO) by the endothelium, the inner lining of the blood vessel, is responsible for a) the ability of the blood vessel to dilate so it can increase its blood flow and b) act as an anti-clotting product to prevent blood clotting in those vessels. Under physiological stress either due to the development of a disease such as diabetes or simply from aging, the endothelial cells can be impacted and become dysfunctional thereby impairing their ability to make NO and even promote the development of blood clots. When such endothelial dysfunction occurs, it may be a precursor for the future development of cardiovascular (CV) disease like hypertension or even coronary artery disease later on in life in these patients. Therefore, the ability to somehow enhance the local production or availability of NO within such affected blood vessels in patients identified as prone to endothelial dysfunction could play a positive role in either preventing or delaying the onset of endothelial dysfunction and subsequent CV disease in such patients.

COMP-4 is a safe, clinically available, well tolerated oral supplement that has been shown in the lab to increase NO production in a number of differing tissues including human vascular endothelial cells. In this proposed human study, the investigators plan on recruiting healthy, young participants willing to take COMP-4 for a 14 day period in whom the investigators will measure in a non-invasive way - by the use of ultrasound - the effect of COMP-4 on its ability to improve blood flow in one of the major blood vessels of the upper arm. In addition, the investigators will also determine whether COMP-4 will be capable of lowering in the blood the levels of two of the most studied inflammatory markers associated with endothelial dysfunction, IL-8 and PAI-1.","Aging, Endothelial Dysfunction, Senescence"
cell senescence,"""cell senescence"" aging",NCT03108898,Progenitor Cells in Human Esophagus,COMPLETED,,The purpose of this study is to better understand how esophageal cells change with age.,"Progenitor Cells, Aging, Cells, Esophagus Disorder"
metabolism,metabolism aging,NCT00462722,Myogenic and Osteogenic Responses to eXercise and Ibuprofen,COMPLETED,,The purpose of this study is to determine if the use of ibuprofen blocks the benefits of exercise to build bone and muscle mass.,"Aging, Physical Fitness"
metabolism,metabolism aging,NCT06062784,Bedside Tests of Cardiorespiratory Fitness,COMPLETED,,A study of 64 older adults over the age of 65y to assess the utility of patient characteristics and bedside measures of physical function and muscle size to predict cardiorespiratory fitness.,Aging
metabolism,metabolism aging,NCT00988299,Energy Expenditure Responses to Acute Exercise in Older Women (Calorie Expenditure and Exercise),COMPLETED,,"In older, normal-weight women (60-75 yrs, BMI=18-28 kg/m2), an acute bout of higher-intensity (60% of maximum effort) aerobic exercise, in comparison to an isocaloric bout of lower-intensity (45% of maximum effort) exercise (caloric expenditure of 3.5 kcal/kg body weight for both), will result in differential:

1. decline in non-exercise activity calorie expenditure in the subsequent 48 hours after exercise;
2. increase in resting metabolic rate 48 hours after exercise;
3. increase in serum free triiodo-L-thyronine (free T3) concentrations immediately following exercise;
4. decline from pre-exercise in plasma leptin and serum free T3 concentrations 48 hours after exercise.",Aging
metabolism,metabolism aging,NCT06000605,Brain Substrate Switch to Ketones and Lactate,UNKNOWN,,"The brain is constantly active and energetically expensive, making up a quarter of the body's energy budget despite occupying only 2% of its mass. To fuel this incessant activity, the brain relies on glucose, which accommodates 99% of its metabolic needs. In most cases, glucose is the ideal fuel since it is in constant surplus owing to 24-hr access to sugar-rich food. However, the brain is metabolically flexible and capable of metabolizing alternative fuels when glucose is scarce, or, decreasing rapidly. For example, during fasting when glucose stores are dwindling, ketone bodies can supplement the brain's metabolic needs. During intense exercise, when glucose stores are being rapidly depleted, lactate - a byproduct of this glucose turnover - similarly acts as an alternative fuel for the brain. In healthy individuals, exploiting this 'brain metabolic flexibility' may be beneficial in protecting the brain from aging.

The main question is: Does the brain substrate switch that occurs during fasting and high-intensity exercise underlie the beneficial effects on the brain?

Young, healthy participants will fast for 3 days and complete high-intensity cycling exercise, each of which will induce a brain substrate switch. Participants will also be passively infused with ketones (to simulate fasting) and lactate (to simulate high-intensity exercise) in the fed and rested state. In doing so, the investigators will isolate the brain substrate switch from the broader, pluripotent stressors that encompass fasting and exercise.

The main outcome variables are the brain biomarkers: brain-derived neurotrophic factor (BDNF) and secreted amyloid beta precursor protein (sAPPA).","Metabolic Diseases, Aging Problems"
metabolism,metabolism aging,NCT06325306,Physical Literacy-Based Intervention for Chronic Disease Management,RECRUITING,,"The goal of this quasi-experimental study is to evaluate the effectiveness of a physical literacy-based intervention for chronic disease management in adults with chronic diseases participating in adapted physical activity group sessions in Belgium. The main questions it aims to answer are:

* How does incorporating physical literacy elements in adapted physical activity sessions affect participants overall physical literacy levels?
* Can a physical literacy-oriented adapted physical activity program enhance long-term engagement in physical activities and improve health outcomes for chronic disease patients?

Participants will:

* Undergo assessments for physical literacy levels and health outcomes at the beginning, after three months, and at the end of the six-month period.
* Engage, in intervention groups, in adapted physical activity sessions, which may include physical fitness exercises and educational components on physical literacy.

Researchers will compare 3 groups: a control group, a traditional Adapted Physical Activity (APA) group, and a Physical Literacy Oriented APA (APA+PL) group to see if integrating physical literacy components results in improved physical literacy levels, better sustained engagement in physical activities, and enhanced health outcomes.","Chronic Disease, Chronic Disease Management, Aging"
metabolism,metabolism aging,NCT03176030,Fortified Foods in Older Inpatients,WITHDRAWN,,"Malnutrition in older inpatients is a significant problem espicially among those with dementia. A number of methods have been used to tackle this issue and oral nutritional supplements (ONS) were proven to be the most effective way. However, they are limited by their poor tolerability due to lack of familiarity with these products. An alternative method is to fortify familiar food with protein, energy and micronutrient. thus, the aim of this study to test the feasibility and acceptability of delivering fortified foods to older patients whilst in hospital including those with dementia and frailty. This pilot study will compare the daily protein and energy intake in older people before and after offering fortified food. Furthermore, patients' likeability and staff acceptability of these fortified foods will be assessed.","Malnutrition, Dementia, Aging, Frail Elderly Syndrome"
metabolism,metabolism aging,NCT06554717,Tesamorelin as an Adjunct to Exercise for Improving Physical Function in HIV,RECRUITING,PHASE2,"People with HIV experience earlier impairments in physical function compared to people in the general population. They also exhibit an earlier presentation and more rapid development of frailty, a multisystemic syndrome of aging characterized by reduced activity, fatigue, slowness, weakness, and weight loss. While exercise can improve physical function in people with HIV, it is less effective in doing so than in the general population and is difficult to sustain in the long-term.

The goal of this clinical trial is to learn whether the medication tesamorelin will improve physical function and muscle health in adults with HIV when combined with exercise. Tesamorelin is a growth hormone-releasing hormone analogue that is FDA-approved to treat abdominal fat accumulation in people with HIV. While tesamorelin has also been shown to increase muscle mass and improve measures of muscle health, its effects on physical performance and muscle strength have not yet been evaluated.

During a 24-week intervention phase, half of participants will be randomly assigned to receive tesamorelin and half of participants will be randomly assigned to receive placebo (a look-alike substance that contains no drug). All participants also will engage in a home-based exercise intervention supervised by an exercise coach. During a subsequent 24-week extension phase, individuals will be monitored off study drug and supervised exercise, and be encouraged to continue to exercise independently.

The investigators will investigate effects of tesamorelin on physical function, muscle mass and quality, quality of life, and exercise adherence and self-efficacy. They also will evaluate whether effects of tesamorelin are maintained following treatment cessation. This study may identify an important strategy to improve how individuals aging with HIV function and feel with potential applications to other patient populations.","HIV-1-infection, Frailty, Impaired Physical Function, Abdominal Obesity, Aging"
metabolism,metabolism aging,NCT04669782,Effect of Vitamin K Supplementation on Circulating Levels of Osteocalcin on the Bone Metabolism and Aging,TERMINATED,,"This is an interventional study on nutraceuticals. It is a randomized controlled, open-label, prospective, single-center study that involves the enrollment of 82 patients with osteoporosis and 41 subjects without osteoporosis.

The hypothesis the decarboxylated form of Osteocalcin (OC), called GluOC, represents a clinically useful marker for monitoring the effects of supplementation with vitamin K in association with anabolic treatment with teriparatide will be analyzed not only on bone but also on skeletal muscle and energy metabolism in patients with severe osteoporosis.","Bone Metabolism Disorder, Aging Disorder, Osteoporosis"
metabolism,metabolism aging,NCT06705010,Monitoring of Brain Metabolites Using Proton and Deuterium MR Techniques,NOT_YET_RECRUITING,,"MR pulse for whole brain optimal Deuterium (2H) Metabolic Imaging and EPSI (echo planar spectroscopic imaging) based SLOW-edited 1H-MRSI will be developed and optimized for use at an UHF scanner at 7 Tesla. The study has 4 phases.

Phase I: The 2H and 1H MRSI sequences are developed and optimized in vitro (phantoms)

Phase II: Sequences are applied in vivo in healthy volunteers and further optimized

Phase III: Optimal 2H 1H pulse sequences are applied in 4 cohorts of healthy volunteers, to study the effect of aging with whole brain 2H and 1H MRSI.

Phase IV: application of the sequences in 4 patient groups with different diseases: Alzheimer's diseases (AD) patients, diabetes mellitus type II (DM) patients, mild cognitive impaired (MCI) patients, and high grade carotid stenosis patients (HGCS).

The ultimate aim is to create for individual patient specific 3dimensional spatial resolved z-score maps (similar to FDG-PET) based on the healthy control data of phase III of the trial.","Aging, Brain Metabolic Disorder, Carotid Stenosis, Alzheimer Disease, Diabetes Type 2, Mild Cognitive Impairment, Brain Disease"
metabolism,metabolism aging,NCT04812392,Physical Inactivity Impacts on Blood Vessel Health and Glucose Levels in an Aging Population,COMPLETED,,"Physical inactivity is known to increase post meal blood sugar levels in young, active populations. However, how quickly this may occur in active, older adults is not clear. Further, the relationship between blood vessel health and blood sugar disturbances which occur to acute physical inactivity is not clear. It is unknown if impairments in blood vessel function precede increases in blood sugar levels that occurs with inactivity in an aging population. This study aims to determine if short term reductions in physical activity impair blood vessel health and blood glucose control to a greater extent in an aging population compared to a young population. The investigators hypothesize that 3 days of reduced physical activity will result in impaired blood vessel function and glycemic control in an aged population.","Aging, Cardiovascular Diseases, Glucose Intolerance"
metabolism,metabolism aging,NCT04908163,Sukalmena InAge: Nutritional-culinary Programme to Promote Adherence to a Healthy Dietary Pattern.,COMPLETED,,"Currently, one of the main health challenges of public health is to improve the quality of life of people with chronic non-communicable diseases, through new strategies that promote healthy eating habits and lifestyles.

Within the new strategies that aim to promote and improve the eating habits of the population, ""Sukalmena-InAge"" is proposed as a tool for transforming health, where culinary skills and nutritional knowledge converge as a new paradigm to promote health. The merging of culinary knowledge and nutritional education has been coined under the term Culinary Medicine.

The present project is presented as an innovative strategy to improve dietary habits of overweight/obese people. To this end, volunteers will participate in an intervention that will be based on cooking workshops and nutritional education. In this sense, participants will receive different cooking and nutritional education sessions in order to be able to give them resources to cook in an easy, enjoyable and healthy way.

The study will evaluate the effect that this nutritional-culinary intervention programme might exert on health and will compare these results with the effects obtained providing a more traditional nutritional education.

The potential effects will be evaluated through the measurement of specific biochemical parameters related to the most prevalent chronic diseases ( insulin, glucose, total cholesterol, triglycerides, among others). In addition, the measurement of advanced glycation end products (AGEs) in tissue will be carried out. High consumption of AGEs, could induce negative effects on health and has been correlated with the type of food consumed, but also with the culinary techniques used for their preparation.","Obesity, Healthy Aging, Cognitive Impairment"
metabolism,metabolism aging,NCT03629912,Bingocize: A Novel Mobile Application for Older Adult Health,COMPLETED,,"This study tests the effectiveness of using a new mobile application (Bingocize®) to improve older adults' (a) adherence to an engaging exercise program, and (b) aspects of functional performance, health knowledge, dietary habits, and cognition.","Activities of Daily Living, Accidental Fall, Sarcopenia, Arteriosclerosis, Diabetes Mellitus, Type 2, Hypertension, Cognitive Decline, Executive Function, Cognitive Aging"
metabolism,metabolism aging,NCT03743792,Acute Raspberry Intake on Metabolic Control and Cognitive Function,COMPLETED,,"The purpose of this project is to determine whether restoring the post-prandial metabolic/inflammatory balance via supplementation with raspberries results in improved cognitive performance, and if these enhancements are mediated through improvements in vascular function.","Aging, Age-related Cognitive Decline, Obesity"
metabolism,metabolism aging,NCT00472823,Vitamin D Supplementation in Older Women,COMPLETED,,"The purpose of this study is to examine the effects of several doses of vitamin D on hormones related to bone, calcium absorption, bone density and muscle strength.","Osteoporosis, Aging"
metabolism,metabolism aging,NCT07244562,Effects of Physical Exercise and Cognitive Training on Quality of Life in Older Women,NOT_YET_RECRUITING,,"Ageing exposes people to a progressive loss of cognitive and functional abilities, especially in women. The aim of the study is to investigate the effectiveness of different types of intervention, based on physical exercise and/or cognitive stimulation or training, on quality of life, cognition and mobility, on a population of older women.","Elderly, Older Adults, Aging Brain"
metabolism,metabolism aging,NCT07199114,Crossfit in Special Population,COMPLETED,,"This randomized, parallel-group clinical trial evaluates a 12-week adapted CrossFit program versus usual activity in community-dwelling older adults. The primary endpoint is change in Timed Up and Go (TUG) from baseline to 12 weeks. Secondary outcomes include Functional Reach (FRT), Romberg (eyes closed), gait velocity, stride length, and lower-limb power tests (Chair-Stand, Stair Ascent, Stair Descent; time and W/kg). Sixty participants were randomized (1:1). Analyses used repeated-measures ANOVA with Bonferroni adjustments and Cohen's d effect sizes.","Postural Balance, Strength Training Adaptations, Aging"
metabolism,metabolism aging,NCT03819478,Utilizing Protein During Weight Loss to Impact Physical Function and Bone,COMPLETED,,"This study is an ancillary study to the Utilizing Protein During Weight Loss to Impact Physical Function (UPLIFT) trial (NCT03074643) to evaluate the effects of diet composition (i.e., amount of protein and carbohydrate) during a 6-month weight loss intervention and 12-months of follow-up on bone phenotypes in obese older adults. Participants will receive either a protein or carbohydrate supplement along with a behavioral weight loss intervention.","Obesity, Weight Loss, Diet Modification, Aging, Weight Change, Body, Dietary Habits, Osteopenia, Osteoporosis, Bone Loss, Fractures, Bone"
metabolism,metabolism aging,NCT04370353,Impact of Cocoa Flavanols on Pulmonary Oxygen Uptake Kinetics and Exercise Tolerance in Sedentary Middle-aged Adults,COMPLETED,,"In recent years, there has been significant interest in dietary flavonoids (biologically active plant-derived compounds) as potential therapeutics. This is due to the capacity of flavonoids to enhance processes related to energy metabolism and cardiovascular health. We are interested in implementing a short-term supplementation regime (daily cocoa-flavanoid ingestion), in order to explore the possible beneficial effects of flavonoid-based interventions on responses to exercise. Hence, the objective of our study is to examine the impact of short term cocoa-flavanoid supplementation on processes related to energy use (oxygen utilisation). Our aim is to develop a novel intervention which improves cardiovascular health and enhances exercise tolerance.","Aging, Sedentary Behavior"
metabolism,metabolism aging,NCT06203392,Effects of a Very Low Carbohydrate Ketogenic Diet or Mediterranean Diet on Markers of Musculoskeletal Health in Older Adults,RECRUITING,,Preclinical data indicate that very low carbohydrate ketogenic diets (KD) may prevent progression of age-related sarcopenia (skeletal muscle decline) but also may disturb bone metabolism. The investigators will pilot test a randomized trial comparing the effects of short-term adaptation to a well-formulated ketogenic diet and Mediterranean diet on markers of bone metabolism and muscle function in older adults. The expected results will help inform the benefit-risk assessment for older patients considering longer term use of KD therapy.,"Aging, Musculoskeletal Diseases"
metabolism,metabolism aging,NCT01653353,Swiss Study on Vitamin D and Calcium in Nursing Homes,COMPLETED,,"Residents of nursing homes are endangered by malnutrition and vitamin D deficiency. Our study checks compliance with Swiss federal recommendations on vitamin D and calcium supplementation among residents of a Swiss nursing home. A peer physician-applied recommendation on compliance with the federal recommendations with individual evaluation of the residents will be sent to the physicians in care. After one year, data will be collected again.","Aging, Vitamin Deficiency"
metabolism,metabolism aging,NCT04370756,Beetroot Supplementation in Women Enjoying Exercise Together,COMPLETED,,This study seeks to determine the feasibility of an exercise training progression with the consumption of beetroot juice prior to exercise in postmenopausal women. Results from this investigation will be used to determine preliminary effect sizes for exercise training only (control) and exercise training + beetroot juice (EX+BR) to inform the direction of larger randomized clinical trials on pre-post changes in measures of cardiovascular health and endothelial function.,"Aging, Postmenopause, Obesity"
metabolism,metabolism aging,NCT05266976,Mode of Exercise and Bone Biomarkers in Older Veterans,RECRUITING,,"Adults are often encouraged to exercise to maintain or improve bone health. However, there is evidence that exercise does not always lead to increases in bone mass, and exercise could lead to bone loss under certain conditions. Endurance exercise can increase bone resorption following an exercise bout, which may explain why bone does not always favorably adapt to exercise, but it is unclear if this also happens with resistance exercise. Further, it is not known how exercise training influences blood markers of bone resorption for either endurance or resistance exercise. The purpose of this study is to determine 1) if resistance exercise causes a similar increase in bone resorption as endurance exercise; and 2) if exercise training influences the increase in bone resorption following exercise for both endurance and resistance exercise.","Aging, Musculoskeletal Diseases, Osteoporosis"
metabolism,metabolism aging,NCT04048096,Krill Oil and Muscle in Older Adults,COMPLETED,,The aim of this study is to determine the effects of krill oil supplementation on muscle mass in function in older adults. Half of the participants will receive krill oil supplements and the other half a placebo.,"Aging, Sarcopenia"
metabolism,metabolism aging,NCT01410799,Three Month Treatment of Growth Hormone Releasing Hormone (GHRH) in the Elderly,TERMINATED,PHASE2,"The purpose of the study is to evaluate the effect of a naturally occurring hormone, called Growth Hormone Releasing Hormone (GHRH) on the muscle, bone, and fat tissues of the body. GHRH stimulates the production of growth hormone (GH), which regulates the build up of many tissues in the body, including muscles and bones. Many elderly people have low levels of GH. The overall goal of this research is to determine the efficacy of GHRH to raise levels of GH and improve these body tissues. Healthy men and women age 65 and older will receive GHRH in four doses nightly for 12 weeks and assessed for changes in muscle strength, body mass, physical performance, and how the body uses sugar.","Hormone Deficiency, Aging"
metabolism,metabolism aging,NCT03119610,The Physiologic Effects of Intranasal Oxytocin on Sarcopenic Obesity,COMPLETED,"PHASE1, PHASE2","Obesity is highly prevalent in older adults and is a major cause of sarcopenia and disability in older adults. Although exercise can counteract the effects of obesity and sarcopenia, many have difficulty adhering to an exercise program and the benefits of exercise are variable. Therefore, there is an urgent need to test novel pharmacologic interventions to prevent disability and loss of independence. Oxytocin is a pituitary hormone released during parturition and lactation that is also known to suppress appetite in rodents and humans; and, recent small studies have found that intranasal oxytocin reduces body weight in adults. We propose a pilot study of intranasal oxytocin as a novel approach to promote weight loss and increase muscle mass in older subjects with sarcopenic obesity.","Obesity, Sarcopenic Obesity, Sarcopenia, Aging, Sedentary Lifestyle"
metabolism,metabolism aging,NCT05801042,Effect of Encapsulated Vs Free Probiotic on Brain Function,COMPLETED,,"Aging is associated with changes in a wide variety of brain networks, including the default mode, saliency attention, and visual networks. Furthermore, current research suggests that a relationship exists between functional connectivity at rest and cognition. Lactocaseibacillus rhamnosus is an ideal strain for the intervention, as it has been show to affect the gut-brain axis, brain function, and behavior. Therefore, the investigators plan to assess resting state functional magnetic resonance imaging (fMRI) to compare changes in brain connectivity between the groups receiving the encapsulate and non-encapsulated Lactocaseibacillus rhamnosus supplements.",Aging
metabolism,metabolism aging,NCT04008693,"Aging, Aged Garlic, Vascular Function and Muscle Oxygenation",COMPLETED,,"The number of elderly individuals affected by cardiovascular diseases has been increasing in our country. Garlic (Allium sativum) has been associated with decrease of reactive species of oxygen, hypertension, high cholesterol, platelet aggregation, blood coagulation and especially cardiovascular diseases. The present study evaluated the effects of a garlic supplementation on vascular function and blood pressure in the elderly at cardiometabolic risk. Twenty-eight elderly individuals were submitted to an ingestion of four capsules of an aged garlic extract (KYOLIC® Aged Garlic Extract™). Muscle oxygenation and function were measured 180 min after interventions. Urinary thiosulfate, blood nitrate, nitrite, systolic blood pressure (SBP), diastolic blood pressure (DBP) and heart rate (HR) were measured at baseline and 180 min after interventions.","Aging, Hypertension, Dyslipidemias, Abdominal Obesity"
metabolism,metabolism aging,NCT06478147,Effect of a Novel Protein Ingredient Combined With Oral Nutritional Supplement on Appetite in Older Adults,ACTIVE_NOT_RECRUITING,,"Reduced appetite can occur with ageing and is linked to a higher risk of undernutrition, poorer physical function and becoming frail. Strategies to increase appetite are needed to improve healthy ageing. This study follows on from previous work which has found a novel ingredient in whey protein (derived from whole milk) that may help to increase appetite and energy intake. This study will compare the effects of the ingredient added to an oral nutritional supplement (ONS) versus the ONS alone versus the ingredient dissolved in water on appetite in older adults. By studying this nutrition supplement in older adults, this will help to provide greater information on possible nutrition strategies to improve healthy ageing.","Aging, Appetite Loss, Undernutrition"
metabolism,metabolism aging,NCT02384993,aeRobic Exercise and Cognitive Health,COMPLETED,,"The purpose of the aeRobic Exercise and Cognitive Health (REACH) study is to understand how an aerobic exercise intervention might help promote brain health and cognition, thereby delaying the onset of clinical symptoms of Alzheimer's disease.","Alzheimer's Disease, Aging"
metabolism,metabolism aging,NCT05810753,Oral Nutritional Supplementation and Community-dwelling Older Adults: a Feasibility Study,COMPLETED,,The goal of this study is to assess the feasibility and acceptability to community-dwelling older adults of implementing a precise prescription of oral nutritional supplementation (the SPOONful intervention).,"Malnutrition, Healthy Aging"
metabolism,metabolism aging,NCT03957213,Enhancing Cognition in Older Adults With Intermittent Hypoxia and Cognitive Training,COMPLETED,,"The current study will investigate methods for enhancing cognitive training (CT) effects in healthy older adults by employing a combination of interventions facilitating neural plasticity and optimizing readiness for learning. Adults over the age of 65 represent the fastest growing group in the US population. As such, age-related cognitive decline represents a major concern for public health. Recent research suggests that cognitive training in older adults can improve cognitive performance, with effects lasting up to 10 years. However, these effects are typically limited to the tasks trained, with little transfer to other cognitive abilities or everyday skills. A pilot randomized clinical trial will examine the individual and combined impact of pairing cognitive training with an intermittent hypoxia (IH) intervention. The investigators will compare changes in cognitive and brain function resulting from CT combined with active IH versus CT combined with sham IH using a comprehensive neurocognitive, clinical, and multimodal neuroimaging assessment of brain structure, function, and metabolic state. Functional magnetic resonance imaging (FMRI) will be used to assess brain response during speed of processing; the active cognitive abilities trained by CT. Magnetic resonance spectroscopy (MRS) will assess cerebral metabolites, including ATP and GABA concentrations sensitive to neural plasticity.",Aging
metabolism,metabolism aging,NCT02695511,CALERIE Phase II Ancillary: Metabolic,COMPLETED,PHASE2,"The primary aim of this NIA sponsored ancillary study of phase 2 CALERIE is to measure whether metabolic adaptation lasts up to 2 years in response to a 25% calorie restriction in normal-weight and slightly overweight individuals. Energy metabolism (24-hour sedentary and sleeping) will be measured in a respiratory chamber. Other measures include the activities of the sympathetic nervous and thyroid axes, oxidative stress in lipids, protein and DNA, organ size by MRI and echocardiography, and posture allocation (time spent engaging in different activities and the energy expended during these activities), and activity temperament (the innate predilection for movement). This set of studies will allow assessment of whether the previously observed metabolic adaptation in response to 25% caloric restriction is long lasting (up to two years), associated with reduced thyroid and sympathetic activities and reduced oxidative damage. The studies of organ sizes (liver, spleen, kidney, heart, adipose and muscle) by MRI and echo (heart) is essential to determine whether the metabolic adaptation is related to decreased organ sizes or improved organ energy metabolism efficiency. The above described measures will be performed at baseline and after 1 and 2 years of a 25% caloric restriction in 50 non-obese humans and in 25 sex-, BMI- and age- matched subjects who will not engage in caloric restriction.",Aging
metabolism,metabolism aging,NCT06956131,Metabolite Changes Following Consumption Of Different Protein Drinks In Singapore Older Adults,RECRUITING,,"The study aims to investigate the acute effects of different protein sources (i.e., casein, whey, soy) on metabolomic profiles (e.g., amino acids in the blood), along with other outcomes such as cognitive function, mood, and appetite. While the study does not directly aim to prevent, prognosticate, diagnose, or alleviate any disease, it may provide insights that could inform dietary recommendations and support disease prevention efforts in older adults.","Aging, Protein Metabolism"
metabolism,metabolism aging,NCT05627453,Arm-in-Arm Gait Training Trial,RECRUITING,,"The AAGaTT study, is a monocentric, two-arm, open-label, randomized controlled trial. The objective is to assess the efficacy of an arm-in-arm walking program for older people at risk of falling. Gait training imply that the older participants must walk while synchronizing steps with a younger partner.",Healthy Aging
stem cells,"""stem cells"" aging",NCT02456870,Expandability of Aging Adipose Tissue,COMPLETED,,"The purpose of this pilot study is to determine whether adipose tissue loses some of its ability to expand in response to overfeeding in older compared to younger men. The investigators hypothesize that the adipose tissue response to overfeeding may be weakened in older when compared to younger men, thereby leading to worsened ectopic storage depots for older men.","Aging, Obesity"
